Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","120","Cameroon","7273","Emissions (CO2)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","31.4702","E","Estimated value",""
"GT","Emissions Totals","120","Cameroon","7230","Emissions (N2O)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","0.0012","E","Estimated value",""
"GT","Emissions Totals","120","Cameroon","7273","Emissions (CO2)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","35.4914","E","Estimated value",""
"GT","Emissions Totals","120","Cameroon","7230","Emissions (N2O)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","0.0013","E","Estimated value",""
"GT","Emissions Totals","120","Cameroon","7273","Emissions (CO2)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","37.9391","E","Estimated value",""
"GT","Emissions Totals","120","Cameroon","7230","Emissions (N2O)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","0.0013","E","Estimated value",""
"GT","Emissions Totals","120","Cameroon","7273","Emissions (CO2)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","37.9391","E","Estimated value",""
"GT","Emissions Totals","120","Cameroon","7230","Emissions (N2O)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","0.0013","E","Estimated value",""
"GT","Emissions Totals","120","Cameroon","7273","Emissions (CO2)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","36.2971","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0.0352","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","3354.9082","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0.0369","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","3288.8043","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0.0386","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","3395.0976","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0.0411","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","3320.7588","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0.0465","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","3622.1734","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0.041","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","3450.5248","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","0.0388","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","3296.161","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","0.0455","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","3531.0394","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","0.0447","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","3706.1197","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","0.0468","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","3547.3973","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","0.0435","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","3338.863","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","0.0414","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","3302.5828","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","0.0415","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","3341.7406","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","0.0422","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","3370.4957","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","0.0422","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","3370.4957","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7230","Emissions (N2O)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","0.0383","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","3052.302","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0.0919","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0.0837","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0.0907","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0.0809","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0.0876","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0.0973","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0.4201","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0.6733","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0.6243","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0.7749","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0.8684","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","1.0439","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","2.1433","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","1.8899","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","1.9681","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","1.9506","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","1.5963","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","1.2684","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","1.2696","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","1.35","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7230","Emissions (N2O)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","1.2719","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0.0007","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0.1673","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0.0007","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0.1721","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0.0007","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0.1951","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0.0006","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0.307","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0.0005","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0.3464","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0.0005","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0.3947","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0.0004","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","1.6653","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0.0004","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","2.9007","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0.0004","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","2.6649","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0.0004","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","3.2774","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0.0005","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","3.6511","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","0.0005","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","4.6397","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","0.0007","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","5.6764","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","0.0006","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","5.7027","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","0.0006","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","8.483","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","0.0006","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","7.323","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","0.0005","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","7.7397","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","0.0005","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","6.4114","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","0.0005","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","6.0373","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","0.0005","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","6.8536","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7230","Emissions (N2O)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","0.0005","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","6.7078","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","0.0003","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","40.6505","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","4.5295","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","0.0082","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","528.867","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","0.0082","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","530.8866","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","0.0092","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","592.851","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","0.0104","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","675.8908","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7230","Emissions (N2O)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","0.0073","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","483.7842","E","Estimated value",""
