,Domain,Area Code (M49),Area,Element,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description
1315,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,21.0177,E,Estimated value
1316,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0038,E,Estimated value
1317,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,85.0835,E,Estimated value
1318,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0041,E,Estimated value
1319,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,85.8581,E,Estimated value
1320,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0062,E,Estimated value
1321,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,99.6999,E,Estimated value
1322,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0044,E,Estimated value
1323,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,77.0968,E,Estimated value
1324,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0048,E,Estimated value
1325,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,109.2602,E,Estimated value
1326,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0042,E,Estimated value
1327,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,119.7871,E,Estimated value
1328,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0042,E,Estimated value
1329,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,124.1297,E,Estimated value
1330,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0044,E,Estimated value
1331,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,142.5147,E,Estimated value
1332,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0046,E,Estimated value
1333,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,169.9934,E,Estimated value
1334,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0059,E,Estimated value
1335,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,206.3111,E,Estimated value
1336,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0054,E,Estimated value
1337,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,228.5042,E,Estimated value
1338,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0054,E,Estimated value
1339,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,215.1709,E,Estimated value
1340,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0059,E,Estimated value
1341,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,291.6558,E,Estimated value
1342,Emissions Totals,116,Cambodia,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0062,E,Estimated value
1343,Emissions Totals,116,Cambodia,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,289.2652,E,Estimated value
1344,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1345,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1346,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1347,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1348,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1349,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1350,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1351,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1352,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1353,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1354,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1355,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1356,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.001,E,Estimated value
1357,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,11.7412,E,Estimated value
1358,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0007,E,Estimated value
1359,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,22.8753,E,Estimated value
1360,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0007,E,Estimated value
1361,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,20.253,E,Estimated value
1362,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0009,E,Estimated value
1363,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,30.2202,E,Estimated value
1364,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0011,E,Estimated value
1365,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,33.7698,E,Estimated value
1366,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0011,E,Estimated value
1367,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,37.112,E,Estimated value
1368,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0013,E,Estimated value
1369,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,39.2158,E,Estimated value
1370,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0012,E,Estimated value
1371,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,34.6173,E,Estimated value
1372,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0013,E,Estimated value
1373,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,36.7153,E,Estimated value
1374,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0012,E,Estimated value
1375,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,34.9669,E,Estimated value
1376,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0011,E,Estimated value
1377,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,31.4702,E,Estimated value
1378,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0012,E,Estimated value
1379,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,35.4914,E,Estimated value
1380,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0013,E,Estimated value
1381,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,37.9391,E,Estimated value
1382,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0013,E,Estimated value
1383,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,37.9391,E,Estimated value
1384,Emissions Totals,120,Cameroon,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0013,E,Estimated value
1385,Emissions Totals,120,Cameroon,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,36.2971,E,Estimated value
1386,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1387,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1388,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1389,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1390,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1391,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1392,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1393,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1394,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1395,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1396,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0352,E,Estimated value
1397,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,3354.9082,E,Estimated value
1398,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0369,E,Estimated value
1399,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,3288.8043,E,Estimated value
1400,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0386,E,Estimated value
1401,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,3395.0976,E,Estimated value
1402,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0411,E,Estimated value
1403,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,3320.7588,E,Estimated value
1404,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0465,E,Estimated value
1405,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,3622.1734,E,Estimated value
1406,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.041,E,Estimated value
1407,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,3450.5248,E,Estimated value
1408,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0388,E,Estimated value
1409,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,3296.161,E,Estimated value
1410,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0455,E,Estimated value
1411,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,3531.0394,E,Estimated value
1412,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0447,E,Estimated value
1413,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,3706.1197,E,Estimated value
1414,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0468,E,Estimated value
1415,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,3547.3973,E,Estimated value
1416,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0435,E,Estimated value
1417,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,3338.863,E,Estimated value
1418,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0414,E,Estimated value
1419,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,3302.5828,E,Estimated value
1420,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0415,E,Estimated value
1421,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,3341.7406,E,Estimated value
1422,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0422,E,Estimated value
1423,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,3370.4957,E,Estimated value
1424,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0422,E,Estimated value
1425,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,3370.4957,E,Estimated value
1426,Emissions Totals,124,Canada,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0383,E,Estimated value
1427,Emissions Totals,124,Canada,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,3052.302,E,Estimated value
1428,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1429,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0919,E,Estimated value
1430,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1431,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0837,E,Estimated value
1432,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1433,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0907,E,Estimated value
1434,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1435,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0809,E,Estimated value
1436,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1437,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0876,E,Estimated value
1438,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1439,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0973,E,Estimated value
1440,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
1441,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.4201,E,Estimated value
1442,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
1443,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.6733,E,Estimated value
1444,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
1445,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.6243,E,Estimated value
1446,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
1447,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.7749,E,Estimated value
1448,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
1449,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.8684,E,Estimated value
1450,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1451,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,1.0439,E,Estimated value
1452,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1453,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,2.1433,E,Estimated value
1454,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1455,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,1.8899,E,Estimated value
1456,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1457,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,1.9681,E,Estimated value
1458,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1459,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,1.9506,E,Estimated value
1460,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1461,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,1.5963,E,Estimated value
1462,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
1463,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,1.2684,E,Estimated value
1464,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
1465,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,1.2696,E,Estimated value
1466,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
1467,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,1.35,E,Estimated value
1468,Emissions Totals,140,Central African Rep.,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
1469,Emissions Totals,140,Central African Rep.,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,1.2719,E,Estimated value
1470,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0007,E,Estimated value
1471,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.1673,E,Estimated value
1472,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0007,E,Estimated value
1473,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.1721,E,Estimated value
1474,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0007,E,Estimated value
1475,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.1951,E,Estimated value
1476,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0006,E,Estimated value
1477,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.307,E,Estimated value
1478,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0005,E,Estimated value
1479,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.3464,E,Estimated value
1480,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0005,E,Estimated value
1481,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.3947,E,Estimated value
1482,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0004,E,Estimated value
1483,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,1.6653,E,Estimated value
1484,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0004,E,Estimated value
1485,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,2.9007,E,Estimated value
1486,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0004,E,Estimated value
1487,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,2.6649,E,Estimated value
1488,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0004,E,Estimated value
1489,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,3.2774,E,Estimated value
1490,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0005,E,Estimated value
1491,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,3.6511,E,Estimated value
1492,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0005,E,Estimated value
1493,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,4.6397,E,Estimated value
1494,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0007,E,Estimated value
1495,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,5.6764,E,Estimated value
1496,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0006,E,Estimated value
1497,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,5.7027,E,Estimated value
1498,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0006,E,Estimated value
1499,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,8.483,E,Estimated value
1500,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0006,E,Estimated value
1501,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,7.323,E,Estimated value
1502,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0005,E,Estimated value
1503,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,7.7397,E,Estimated value
1504,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0005,E,Estimated value
1505,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,6.4114,E,Estimated value
1506,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0005,E,Estimated value
1507,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,6.0373,E,Estimated value
1508,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0005,E,Estimated value
1509,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,6.8536,E,Estimated value
